online_order,book_table,rate,votes,location,rest_type,approx_cost(for two people),listed_in(type)
Yes,Yes,4.2 /5,1544,BTM,Casual Dining,800,Delivery
Yes,No,4.2 /5,50,Koramangala 8th Block,Delivery,500,Delivery
Yes,No,3.9 /5,707,BTM,Casual Dining,500,Delivery
Yes,No,4.0 /5,269,Koramangala 5th Block,Kiosk,300,Delivery
Yes,No,3.6 /5,95,Koramangala 1st Block,Quick Bites,300,Delivery
Yes,No,3.6 /5,11,Koramangala 1st Block,"Takeaway, Delivery",500,Delivery
Yes,No,3.7 /5,84,HSR,Quick Bites,350,Delivery
Yes,No,4.3 /5,3461,Koramangala 7th Block,Casual Dining,600,Delivery
Yes,No,3.8 /5,464,BTM,,300,Delivery
Yes,Yes,4.4 /5,208,Koramangala 5th Block,Cafe,800,Delivery
Yes,No,4.2 /5,53,Koramangala 5th Block,Dessert Parlor,400,Delivery
Yes,No,3.2 /5,16,HSR,Quick Bites,200,Delivery
Yes,No,3.1 /5,175,HSR,Delivery,450,Delivery
Yes,No,3.8 /5,331,HSR,Quick Bites,350,Delivery
Yes,No,3.2 /5,166,Domlur,Quick Bites,600,Delivery
Yes,No,3.8 /5,78,HSR,Quick Bites,350,Delivery
Yes,No,4.1 /5,121,HSR,Quick Bites,200,Delivery
Yes,No,3.7 /5,27,BTM,Quick Bites,300,Delivery
Yes,Yes,4.2 /5,348,Koramangala 5th Block,Casual Dining,700,Delivery
Yes,No,3.9 /5,35,BTM,Quick Bites,350,Delivery
Yes,No,3.7 /5,13,BTM,Beverage Shop,200,Delivery
Yes,No,3.6 /5,32,Koramangala 7th Block,Cafe,500,Delivery
Yes,Yes,4.3 /5,549,Koramangala 5th Block,"Casual Dining, Pub",1000,Delivery
Yes,No,3.6 /5,64,BTM,Quick Bites,400,Delivery
Yes,No,3.7 /5,130,Koramangala 1st Block,"Casual Dining, Bar",1200,Delivery
Yes,No,3.8 /5,23,BTM,Quick Bites,300,Delivery
Yes,No,4.6 /5,4695,Koramangala 7th Block,Lounge,1500,Delivery
Yes,No,4.0 /5,529,Ejipura,Delivery,350,Delivery
Yes,Yes,4.5 /5,263,Koramangala 4th Block,Casual Dining,1300,Delivery
No,No,4.2 /5,3236,BTM,"Casual Dining, Microbrewery",,Delivery
Yes,No,3.9 /5,454,Koramangala 7th Block,Casual Dining,600,Delivery
Yes,No,3.6 /5,193,BTM,Delivery,450,Delivery
Yes,No,3.8 /5,18,Koramangala 1st Block,Quick Bites,200,Delivery
Yes,Yes,4.5 /5,1889,Koramangala 1st Block,"Casual Dining, Bar",1200,Delivery
Yes,No,3.3 /5,19,HSR,Delivery,300,Delivery
Yes,No,3.6 /5,17,Koramangala 7th Block,Quick Bites,500,Delivery
Yes,No,3.6 /5,26,Ejipura,Beverage Shop,200,Delivery
Yes,No,3.4 /5,10,BTM,"Takeaway, Delivery",250,Delivery
Yes,No,3.7 /5,32,Koramangala 6th Block,Casual Dining,700,Delivery
No,No,4.0 /5,1209,Koramangala 4th Block,Cafe,650,Delivery
Yes,No,4.0 /5,169,Koramangala 5th Block,"Beverage Shop, Dessert Parlor",400,Delivery
Yes,No,3.1 /5,22,BTM,Quick Bites,400,Delivery
Yes,No,3.8 /5,295,Koramangala 5th Block,Quick Bites,500,Delivery
Yes,No,4.3 /5,726,Koramangala 5th Block,Quick Bites,400,Delivery
Yes,No,3.7 /5,34,HSR,"Takeaway, Delivery",400,Delivery
Yes,No,4.3 /5,793,HSR,Casual Dining,1000,Delivery
Yes,No,4.2 /5,177,Koramangala 6th Block,Cafe,600,Delivery
Yes,No,3.6 /5,29,BTM,Beverage Shop,100,Delivery
Yes,No,,0,HSR,Quick Bites,300,Delivery
No,No,3.3 /5,10,Koramangala 5th Block,"Takeaway, Delivery",600,Delivery
Yes,Yes,4.1 /5,224,Koramangala 5th Block,Casual Dining,600,Delivery
Yes,No,4.0 /5,790,Richmond Road,Quick Bites,400,Delivery
Yes,No,4.1 /5,205,Koramangala 5th Block,Quick Bites,250,Delivery
Yes,No,3.6 /5,21,BTM,"Takeaway, Delivery",200,Delivery
Yes,No,3.0 /5,53,Koramangala 1st Block,"Takeaway, Delivery",500,Delivery
Yes,No,3.4 /5,239,BTM,Delivery,400,Delivery
Yes,No,3.5 /5,4,HSR,Quick Bites,200,Delivery
Yes,No,3.8 /5,43,HSR,Quick Bites,400,Delivery
Yes,Yes,4.4 /5,2398,Koramangala 4th Block,Casual Dining,1000,Delivery
Yes,No,3.2 /5,64,BTM,Quick Bites,250,Delivery
Yes,No,3.7 /5,74,Koramangala 6th Block,Delivery,600,Delivery
Yes,No,3.7 /5,32,Koramangala 6th Block,Quick Bites,450,Delivery
Yes,No,4.0 /5,188,Koramangala 1st Block,Delivery,300,Delivery
Yes,No,3.9 /5,97,Ejipura,Quick Bites,500,Delivery
Yes,No,3.9 /5,523,Koramangala 4th Block,Casual Dining,500,Delivery
Yes,No,3.7 /5,59,HSR,Cafe,600,Delivery
Yes,No,4.1 /5,61,Koramangala 5th Block,Dessert Parlor,450,Delivery
Yes,No,3.9 /5,107,Koramangala 7th Block,Delivery,600,Delivery
Yes,No,3.3 /5,9,BTM,Quick Bites,400,Delivery
Yes,Yes,4.5 /5,3469,Koramangala 5th Block,Casual Dining,1300,Delivery
Yes,No,3.4 /5,17,BTM,Quick Bites,200,Delivery
Yes,No,3.5 /5,221,BTM,"Sweet Shop, Quick Bites",400,Delivery
Yes,Yes,3.8 /5,1167,HSR,Casual Dining,600,Delivery
Yes,No,4.1 /5,192,Koramangala 4th Block,Dessert Parlor,300,Delivery
Yes,No,4.0 /5,670,HSR,Casual Dining,800,Delivery
Yes,No,,0,HSR,"Takeaway, Delivery",350,Delivery
Yes,No,3.4 /5,11,Koramangala 5th Block,Quick Bites,300,Delivery
Yes,No,3.8 /5,23,Indiranagar,Quick Bites,200,Delivery
Yes,No,3.5 /5,6,HSR,Quick Bites,400,Delivery
Yes,No,2.6 /5,51,BTM,"Takeaway, Delivery",300,Delivery
Yes,No,3.1 /5,89,BTM,Quick Bites,300,Delivery
Yes,No,3.1 /5,22,Domlur,Mess,300,Delivery
Yes,No,3.7 /5,28,Koramangala 5th Block,"Takeaway, Delivery",600,Delivery
Yes,Yes,4.1 /5,221,Koramangala 4th Block,Casual Dining,1000,Delivery
Yes,No,3.5 /5,177,BTM,Quick Bites,500,Delivery
Yes,No,,0,Indiranagar,"Takeaway, Delivery",200,Delivery
Yes,No,4.0 /5,76,Koramangala 1st Block,Quick Bites,300,Delivery
Yes,No,3.6 /5,23,BTM,Quick Bites,350,Delivery
Yes,No,3.5 /5,11,Wilson Garden,Quick Bites,300,Delivery
Yes,No,NEW,0,Koramangala 5th Block,Quick Bites,200,Delivery
Yes,No,4.1 /5,187,HSR,Beverage Shop,400,Delivery
Yes,No,3.7 /5,10,HSR,"Takeaway, Delivery",300,Delivery
Yes,No,3.8 /5,23,Koramangala 5th Block,Dessert Parlor,400,Delivery
Yes,Yes,4.2 /5,325,Koramangala 7th Block,Casual Dining,800,Delivery
Yes,No,3.9 /5,554,Koramangala 7th Block,Quick Bites,600,Delivery
Yes,No,4.3 /5,220,Koramangala 1st Block,Quick Bites,300,Delivery
Yes,No,3.5 /5,323,Koramangala 1st Block,Quick Bites,500,Delivery
Yes,No,3.9 /5,717,HSR,Casual Dining,1000,Delivery
Yes,Yes,4.0 /5,1871,Koramangala 6th Block,Casual Dining,600,Delivery
Yes,No,3.3 /5,5,Koramangala 5th Block,Beverage Shop,150,Delivery
Yes,Yes,4.3 /5,343,Koramangala 4th Block,Quick Bites,450,Delivery
Yes,No,3.6 /5,24,BTM,"Takeaway, Delivery",400,Delivery
Yes,Yes,4.5 /5,3987,Koramangala 5th Block,"Casual Dining, Microbrewery",1600,Delivery
Yes,No,4.2 /5,533,Koramangala 5th Block,Casual Dining,600,Delivery
Yes,No,3.9 /5,151,Koramangala 4th Block,Food Court,400,Delivery
Yes,No,4.0 /5,494,HSR,Casual Dining,800,Delivery
Yes,No,4.2 /5,289,Bannerghatta Road,Quick Bites,400,Delivery
Yes,Yes,4.2 /5,2620,Koramangala 5th Block,Casual Dining,1300,Delivery
Yes,No,3.7 /5,53,Koramangala 7th Block,Delivery,500,Delivery
Yes,No,4.1 /5,134,HSR,Casual Dining,650,Delivery
Yes,Yes,4.2 /5,295,Koramangala 5th Block,Casual Dining,800,Delivery
Yes,No,3.6 /5,62,HSR,"Takeaway, Delivery",500,Delivery
Yes,No,3.7 /5,7,Koramangala 7th Block,"Takeaway, Delivery",400,Delivery
Yes,No,3.5 /5,24,Koramangala 8th Block,Quick Bites,350,Delivery
Yes,No,3.7 /5,27,Koramangala 5th Block,Casual Dining,600,Delivery
Yes,No,NEW,0,BTM,Quick Bites,200,Delivery
Yes,No,3.6 /5,36,Koramangala 5th Block,Quick Bites,300,Delivery
Yes,No,,0,BTM,Quick Bites,200,Delivery
Yes,No,NEW,0,Jayanagar,Quick Bites,300,Delivery
Yes,No,3.0 /5,64,Domlur,Dessert Parlor,200,Delivery
Yes,No,3.2 /5,49,Koramangala 5th Block,Quick Bites,300,Delivery
Yes,No,2.8 /5,152,Koramangala 7th Block,Casual Dining,700,Delivery
Yes,No,3.9 /5,88,HSR,Quick Bites,250,Delivery
Yes,No,3.8 /5,43,HSR,Casual Dining,700,Delivery
Yes,No,3.8 /5,40,Koramangala 4th Block,Delivery,600,Delivery
Yes,No,4.3 /5,379,HSR,Casual Dining,700,Delivery
Yes,No,2.9 /5,331,Domlur,Delivery,600,Delivery
Yes,No,3.3 /5,5,HSR,Quick Bites,300,Delivery
Yes,No,4.1 /5,1153,Indiranagar,"Cafe, Casual Dining",500,Delivery
Yes,No,4.0 /5,187,Koramangala 7th Block,"Bakery, Dessert Parlor",500,Delivery
No,No,4.2 /5,1534,Koramangala 6th Block,Quick Bites,600,Delivery
Yes,No,3.8 /5,214,Koramangala 7th Block,Casual Dining,700,Delivery
Yes,No,,0,HSR,Quick Bites,300,Delivery
Yes,No,,0,HSR,Quick Bites,300,Delivery
Yes,No,2.8 /5,95,Indiranagar,Casual Dining,600,Delivery
Yes,No,4.8 /5,189,Koramangala 5th Block,Dessert Parlor,400,Delivery
Yes,Yes,4.4 /5,1854,Koramangala 6th Block,Casual Dining,1100,Delivery
Yes,No,4.0 /5,782,Koramangala 6th Block,Casual Dining,750,Delivery
Yes,Yes,4.5 /5,721,Koramangala 7th Block,Casual Dining,1500,Delivery
Yes,No,3.0 /5,291,Koramangala 4th Block,Quick Bites,400,Delivery
Yes,No,4.0 /5,131,BTM,Dessert Parlor,230,Delivery
Yes,Yes,3.7 /5,113,HSR,Casual Dining,800,Delivery
Yes,No,3.6 /5,24,Koramangala 7th Block,Delivery,500,Delivery
Yes,No,3.3 /5,12,BTM,Quick Bites,500,Delivery
Yes,No,3.9 /5,231,Koramangala 5th Block,Dessert Parlor,500,Delivery
Yes,Yes,3.9 /5,485,Koramangala 5th Block,Casual Dining,700,Delivery
Yes,Yes,4.2 /5,1923,HSR,"Lounge, Casual Dining",1500,Delivery
Yes,No,3.9 /5,85,Koramangala 7th Block,Quick Bites,400,Delivery
Yes,No,3.6 /5,34,Koramangala 7th Block,Delivery,400,Delivery
Yes,No,3.3 /5,4,Indiranagar,"Takeaway, Delivery",300,Delivery
Yes,No,3.4 /5,15,BTM,Quick Bites,300,Delivery
Yes,No,3.9 /5,77,Domlur,"Dessert Parlor, Beverage Shop",300,Delivery
Yes,No,3.8 /5,258,Koramangala,Delivery,300,Delivery
Yes,Yes,4.4 /5,523,Koramangala 6th Block,Casual Dining,2500,Delivery
Yes,No,3.5 /5,8,BTM,Dessert Parlor,130,Delivery
Yes,No,3.6 /5,9,HSR,Casual Dining,550,Delivery
Yes,No,NEW,0,Koramangala 1st Block,"Casual Dining, Bar",600,Delivery
Yes,No,3.1 /5,18,BTM,Casual Dining,450,Delivery
Yes,No,3.6 /5,18,BTM,Quick Bites,350,Delivery
Yes,No,3.8 /5,232,Jayanagar,Casual Dining,600,Delivery
Yes,No,3.9 /5,59,Koramangala 4th Block,Quick Bites,300,Delivery
Yes,No,,0,Domlur,"Takeaway, Delivery",300,Delivery
Yes,No,3.9 /5,338,HSR,Quick Bites,500,Delivery
Yes,No,3.5 /5,58,Shanti Nagar,Quick Bites,300,Delivery
Yes,Yes,4.4 /5,682,Koramangala 7th Block,Casual Dining,1500,Delivery
Yes,No,2.9 /5,24,BTM,Quick Bites,250,Delivery
Yes,No,3.6 /5,14,Koramangala 6th Block,,400,Delivery
Yes,No,,0,BTM,"Takeaway, Delivery",350,Delivery
Yes,No,4.4 /5,950,Koramangala 5th Block,Cafe,900,Delivery
Yes,No,3.6 /5,41,Koramangala 6th Block,Food Court,500,Delivery
Yes,No,3.6 /5,73,Koramangala 5th Block,Casual Dining,700,Delivery
Yes,No,3.7 /5,69,Koramangala 5th Block,Quick Bites,200,Delivery
Yes,No,,0,Hosur Road,"Beverage Shop, Quick Bites",250,Delivery
Yes,No,4.0 /5,577,Koramangala 1st Block,Casual Dining,600,Delivery
Yes,No,3.9 /5,475,Koramangala 6th Block,Casual Dining,600,Delivery
Yes,No,3.9 /5,660,Koramangala 5th Block,Casual Dining,500,Delivery
Yes,Yes,3.7 /5,111,Koramangala 5th Block,Casual Dining,900,Delivery
Yes,Yes,4.2 /5,150,Koramangala 5th Block,Casual Dining,900,Delivery
Yes,No,3.7 /5,49,BTM,Quick Bites,350,Delivery
Yes,No,3.0 /5,7,Koramangala 8th Block,Delivery,300,Delivery
Yes,No,4.0 /5,42,BTM,Quick Bites,300,Delivery
Yes,No,3.5 /5,10,Domlur,Quick Bites,200,Delivery
Yes,No,3.9 /5,1142,Koramangala 5th Block,Casual Dining,500,Delivery
Yes,No,3.9 /5,213,Koramangala 6th Block,Quick Bites,400,Delivery
Yes,No,3.1 /5,910,Koramangala 5th Block,Casual Dining,600,Delivery
Yes,No,3.1 /5,144,Domlur,Quick Bites,200,Delivery
Yes,No,3.8 /5,76,Koramangala 5th Block,Quick Bites,500,Delivery
Yes,No,3.7 /5,36,BTM,Quick Bites,200,Delivery
Yes,No,3.5 /5,21,Indiranagar,Quick Bites,500,Delivery
Yes,No,4.1 /5,3006,Koramangala 1st Block,Cafe,1000,Delivery
Yes,Yes,4.1 /5,1792,Koramangala 5th Block,Pub,1200,Delivery
Yes,No,3.4 /5,10,BTM,Quick Bites,600,Delivery
Yes,No,3.4 /5,95,Koramangala 5th Block,Quick Bites,200,Delivery
Yes,No,3.6 /5,57,HSR,"Takeaway, Delivery",400,Delivery
Yes,No,4.0 /5,76,Koramangala 1st Block,Bakery,500,Delivery
Yes,No,3.8 /5,191,HSR,Quick Bites,250,Delivery
Yes,No,3.8 /5,21,BTM,Quick Bites,850,Delivery
Yes,No,3.8 /5,23,Koramangala 5th Block,Cafe,600,Delivery
Yes,No,2.8 /5,261,HSR,Casual Dining,700,Delivery
Yes,No,3.6 /5,42,BTM,Quick Bites,400,Delivery
Yes,No,3.7 /5,67,BTM,Delivery,150,Delivery
Yes,No,3.4 /5,16,Wilson Garden,Casual Dining,800,Delivery
Yes,No,4.1 /5,271,Koramangala 1st Block,Quick Bites,500,Delivery
Yes,No,3.9 /5,34,Ejipura,Quick Bites,300,Delivery
Yes,No,4.0 /5,60,HSR,Dessert Parlor,300,Delivery
Yes,No,3.4 /5,277,BTM,"Quick Bites, Dessert Parlor",250,Delivery
Yes,No,3.1 /5,8,HSR,"Takeaway, Delivery",300,Delivery
Yes,No,3.6 /5,42,BTM,Cafe,600,Delivery
Yes,No,,0,Richmond Road,Dessert Parlor,800,Delivery
Yes,No,,0,Ejipura,Delivery,200,Delivery
Yes,No,3.5 /5,889,Koramangala 7th Block,Casual Dining,650,Delivery
Yes,No,3.8 /5,76,HSR,Cafe,650,Delivery
Yes,No,2.8 /5,137,Koramangala 1st Block,Quick Bites,500,Delivery
Yes,No,3.9 /5,41,Koramangala 5th Block,Quick Bites,250,Delivery
Yes,No,3.7 /5,26,Koramangala 6th Block,Quick Bites,400,Delivery
Yes,No,4.5 /5,253,HSR,Casual Dining,1200,Delivery
Yes,No,4.1 /5,141,Koramangala 5th Block,Cafe,1200,Delivery
Yes,No,3.6 /5,62,Jayanagar,Quick Bites,400,Delivery
Yes,No,3.1 /5,11,Koramangala 5th Block,"Bakery, Dessert Parlor",300,Delivery
Yes,No,3.7 /5,483,Koramangala 4th Block,Casual Dining,800,Delivery
Yes,No,4.0 /5,76,Koramangala 8th Block,Cafe,400,Delivery
Yes,No,3.6 /5,90,Koramangala 7th Block,Quick Bites,500,Delivery
Yes,Yes,4.4 /5,459,Koramangala 7th Block,"Casual Dining, Bar",1500,Delivery
Yes,No,2.6 /5,61,BTM,Cafe,900,Delivery
Yes,No,3.1 /5,46,HSR,Casual Dining,700,Delivery
Yes,No,3.8 /5,69,HSR,Quick Bites,200,Delivery
Yes,No,3.5 /5,144,HSR,Quick Bites,150,Delivery
Yes,No,3.8 /5,18,HSR,Quick Bites,500,Delivery
Yes,No,3.9 /5,51,BTM,Beverage Shop,200,Delivery
Yes,No,4.1 /5,1003,Koramangala 5th Block,Casual Dining,700,Delivery
Yes,No,3.9 /5,97,BTM,Quick Bites,1000,Delivery
Yes,No,4.2 /5,180,Koramangala 5th Block,Dessert Parlor,350,Delivery
Yes,No,3.8 /5,75,Wilson Garden,Casual Dining,1000,Delivery
Yes,No,4.1 /5,845,Koramangala 6th Block,Casual Dining,700,Delivery
Yes,No,,0,HSR,Quick Bites,200,Delivery
Yes,No,4.2 /5,603,Koramangala 7th Block,Dessert Parlor,900,Delivery
Yes,Yes,4.1 /5,258,Koramangala 4th Block,Casual Dining,750,Delivery
Yes,Yes,3.5 /5,59,HSR,Casual Dining,700,Delivery
Yes,No,3.9 /5,46,HSR,Cafe,300,Delivery
Yes,No,3.8 /5,267,Koramangala 7th Block,Casual Dining,650,Delivery
Yes,No,3.6 /5,207,Koramangala 5th Block,Casual Dining,500,Delivery
Yes,No,2.9 /5,95,BTM,Delivery,700,Delivery
Yes,No,3.8 /5,127,BTM,Quick Bites,400,Delivery
Yes,No,3.8 /5,108,Koramangala 6th Block,Quick Bites,400,Delivery
Yes,No,3.8 /5,33,Old Airport Road,"Takeaway, Delivery",500,Delivery
Yes,No,4.1 /5,337,Indiranagar,"Casual Dining, Cafe",800,Delivery
Yes,No,3.6 /5,82,Koramangala 1st Block,Quick Bites,400,Delivery
Yes,Yes,3.9 /5,606,HSR,Casual Dining,1000,Delivery
Yes,No,3.5 /5,11,HSR,Quick Bites,300,Delivery
Yes,No,3.6 /5,28,BTM,Dessert Parlor,450,Delivery
Yes,Yes,4.5 /5,3163,Koramangala 5th Block,"Casual Dining, Bar",1500,Delivery
Yes,No,3.4 /5,6,Jayanagar,Quick Bites,400,Delivery
Yes,No,3.6 /5,97,Koramangala 1st Block,Quick Bites,300,Delivery
Yes,No,3.5 /5,76,Koramangala 5th Block,Quick Bites,600,Delivery
Yes,No,3.6 /5,42,BTM,Casual Dining,350,Delivery
Yes,No,NEW,0,Ejipura,Quick Bites,500,Delivery
Yes,No,,0,Koramangala 4th Block,Quick Bites,300,Delivery
Yes,No,3.6 /5,16,HSR,Beverage Shop,150,Delivery
Yes,No,3.1 /5,53,Koramangala 1st Block,Quick Bites,100,Delivery
Yes,No,3.1 /5,8,Ejipura,Quick Bites,300,Delivery
Yes,No,3.6 /5,41,BTM,Delivery,500,Delivery
Yes,No,3.6 /5,51,HSR,Casual Dining,500,Delivery
Yes,No,4.0 /5,69,Koramangala 6th Block,Casual Dining,1000,Delivery
Yes,Yes,4.2 /5,505,Koramangala 5th Block,Cafe,800,Delivery
Yes,No,3.8 /5,57,Koramangala 7th Block,Casual Dining,700,Delivery
Yes,No,3.5 /5,18,Koramangala 1st Block,Quick Bites,200,Delivery
Yes,No,2.8 /5,414,Old Airport Road,Casual Dining,700,Delivery
Yes,No,4.1 /5,43,Domlur,"Dessert Parlor, Bakery",400,Delivery
Yes,No,2.8 /5,102,Bannerghatta Road,Quick Bites,350,Delivery
Yes,No,4.4 /5,149,Koramangala 5th Block,"Takeaway, Delivery",350,Delivery
Yes,No,3.5 /5,33,Indiranagar,Quick Bites,400,Delivery
Yes,No,3.1 /5,13,Richmond Road,Quick Bites,350,Delivery
Yes,No,3.4 /5,25,BTM,"Takeaway, Delivery",500,Delivery
Yes,No,3.9 /5,157,Wilson Garden,Casual Dining,450,Delivery
Yes,No,3.5 /5,22,Indiranagar,Quick Bites,400,Delivery
Yes,No,3.3 /5,8,BTM,Quick Bites,400,Delivery
Yes,No,3.8 /5,44,Koramangala 7th Block,Delivery,500,Delivery
Yes,No,3.8 /5,37,Wilson Garden,Quick Bites,250,Delivery
Yes,No,3.2 /5,13,BTM,Quick Bites,250,Delivery
Yes,No,3.9 /5,237,Koramangala 5th Block,Quick Bites,200,Delivery
Yes,No,3.7 /5,36,Koramangala 6th Block,Quick Bites,300,Delivery
Yes,No,3.6 /5,23,Koramangala 1st Block,Quick Bites,300,Delivery
Yes,No,3.4 /5,6,Koramangala 6th Block,Quick Bites,350,Delivery
Yes,No,4.2 /5,115,BTM,"Beverage Shop, Quick Bites",400,Delivery
Yes,No,3.4 /5,7,South Bangalore,Delivery,300,Delivery
Yes,Yes,3.9 /5,163,HSR,"Casual Dining, Lounge",900,Delivery
Yes,No,2.9 /5,362,HSR,Casual Dining,450,Delivery
Yes,No,3.7 /5,127,Ejipura,"Takeaway, Delivery",300,Delivery
Yes,No,NEW,0,BTM,Quick Bites,300,Delivery
Yes,No,3.5 /5,9,BTM,Dessert Parlor,250,Delivery
Yes,No,3.9 /5,140,BTM,Quick Bites,300,Delivery
Yes,No,3.5 /5,11,Koramangala 5th Block,Beverage Shop,100,Delivery
Yes,No,3.5 /5,14,BTM,Beverage Shop,400,Delivery
Yes,No,4.0 /5,76,Koramangala 3rd Block,Quick Bites,300,Delivery
Yes,No,2.9 /5,13,Koramangala 7th Block,Casual Dining,600,Delivery
Yes,No,3.8 /5,117,BTM,Casual Dining,600,Delivery
Yes,No,3.7 /5,17,HSR,Beverage Shop,200,Delivery
Yes,No,,0,BTM,Quick Bites,200,Delivery
Yes,No,,0,Koramangala 1st Block,Quick Bites,400,Delivery
Yes,No,3.6 /5,20,Koramangala 7th Block,Delivery,600,Delivery
Yes,No,3.3 /5,13,BTM,Delivery,400,Delivery
Yes,No,3.9 /5,457,Koramangala 6th Block,Casual Dining,1000,Delivery
Yes,No,,0,HSR,Beverage Shop,200,Delivery
Yes,Yes,4.4 /5,346,Koramangala 5th Block,"Casual Dining, Bar",1000,Delivery
Yes,No,3.9 /5,44,Koramangala 6th Block,Quick Bites,550,Delivery
Yes,No,4.0 /5,139,Koramangala 5th Block,"Beverage Shop, Quick Bites",200,Delivery
Yes,No,3.4 /5,9,Koramangala 6th Block,Quick Bites,250,Delivery
Yes,No,3.3 /5,14,BTM,"Takeaway, Delivery",600,Delivery
Yes,No,3.5 /5,8,BTM,Beverage Shop,200,Delivery
Yes,No,,0,Jayanagar,Bakery,350,Delivery
Yes,No,3.8 /5,153,Koramangala 7th Block,Delivery,500,Delivery
Yes,Yes,4.4 /5,387,Koramangala 5th Block,"Casual Dining, Bar",1500,Delivery
Yes,No,3.4 /5,9,HSR,Casual Dining,600,Delivery
Yes,No,3.8 /5,71,BTM,Casual Dining,1000,Delivery
Yes,No,4.1 /5,363,Koramangala 5th Block,"Takeaway, Delivery",400,Delivery
Yes,No,4.1 /5,61,Koramangala 2nd Block,Cafe,600,Delivery
Yes,No,3.4 /5,30,BTM,Quick Bites,300,Delivery
Yes,Yes,4.1 /5,675,Koramangala 3rd Block,Casual Dining,900,Delivery
Yes,No,4.0 /5,64,Koramangala 5th Block,Quick Bites,150,Delivery
Yes,No,3.1 /5,7,Koramangala 5th Block,Quick Bites,500,Delivery
Yes,Yes,4.4 /5,3675,Koramangala 5th Block,Casual Dining,1400,Delivery
Yes,No,3.9 /5,823,Koramangala 5th Block,Casual Dining,750,Delivery
Yes,No,3.9 /5,188,Koramangala 8th Block,Quick Bites,400,Delivery
Yes,No,3.7 /5,36,BTM,"Takeaway, Delivery",200,Delivery
Yes,Yes,4.5 /5,1879,BTM,Cafe,900,Delivery
Yes,No,,0,Ejipura,Dessert Parlor,300,Delivery
Yes,No,3.9 /5,203,BTM,Quick Bites,300,Delivery
Yes,Yes,4.3 /5,2576,Koramangala 5th Block,Bar,1200,Delivery
Yes,No,3.5 /5,12,Ejipura,Quick Bites,250,Delivery
Yes,No,3.9 /5,214,BTM,Casual Dining,600,Delivery
Yes,No,3.7 /5,92,HSR,Bakery,400,Delivery
Yes,No,3.4 /5,11,HSR,Quick Bites,300,Delivery
Yes,No,3.8 /5,473,Koramangala 5th Block,Casual Dining,500,Delivery
Yes,No,3.3 /5,4,Koramangala 6th Block,"Takeaway, Delivery",500,Delivery
Yes,No,3.6 /5,45,BTM,Casual Dining,500,Delivery
Yes,No,3.4 /5,31,Koramangala 6th Block,Casual Dining,700,Delivery
Yes,No,3.3 /5,6,HSR,Delivery,250,Delivery
Yes,Yes,4.2 /5,1626,Koramangala 4th Block,Casual Dining,1500,Delivery
Yes,No,3.7 /5,72,Jayanagar,Casual Dining,450,Delivery
Yes,No,4.3 /5,480,Koramangala 5th Block,Cafe,450,Delivery
Yes,No,3.7 /5,40,BTM,Quick Bites,400,Delivery
Yes,No,2.8 /5,75,HSR,,150,Delivery
Yes,No,3.2 /5,30,BTM,Quick Bites,500,Delivery
Yes,No,,0,Ejipura,Delivery,450,Delivery
Yes,No,3.8 /5,41,Koramangala 7th Block,Quick Bites,200,Delivery
Yes,No,3.4 /5,65,Koramangala 6th Block,Quick Bites,350,Delivery
Yes,No,3.3 /5,12,BTM,Quick Bites,250,Delivery
Yes,Yes,4.0 /5,1390,Koramangala 7th Block,Casual Dining,1100,Delivery
Yes,No,3.3 /5,7,Koramangala 6th Block,Quick Bites,150,Delivery
Yes,No,,0,Koramangala 6th Block,Quick Bites,300,Delivery
Yes,No,3.1 /5,9,BTM,Quick Bites,200,Delivery
Yes,No,3.8 /5,64,HSR,Quick Bites,500,Delivery
Yes,No,3.6 /5,45,Koramangala 1st Block,Casual Dining,700,Delivery
Yes,Yes,4.2 /5,767,Koramangala 4th Block,Casual Dining,1700,Delivery
Yes,No,3.8 /5,616,BTM,Cafe,600,Delivery
Yes,No,3.4 /5,6,Koramangala 5th Block,Bakery,400,Delivery
Yes,No,3.3 /5,334,BTM,Quick Bites,400,Delivery
Yes,No,,0,BTM,Beverage Shop,200,Delivery
Yes,No,3.7 /5,42,HSR,Dessert Parlor,250,Delivery
Yes,No,3.8 /5,63,Hosur Road,Quick Bites,350,Delivery
Yes,No,,0,BTM,Quick Bites,600,Delivery
Yes,No,3.4 /5,54,BTM,Beverage Shop,250,Delivery
Yes,No,,0,Koramangala 4th Block,Quick Bites,450,Delivery
Yes,No,3.5 /5,69,Koramangala 5th Block,Quick Bites,250,Delivery
Yes,No,3.5 /5,15,Koramangala 1st Block,Quick Bites,400,Delivery
Yes,No,3.4 /5,10,Domlur,Quick Bites,200,Delivery
Yes,Yes,4.2 /5,875,Koramangala 5th Block,Cafe,600,Delivery
Yes,No,3.7 /5,101,BTM,Cafe,700,Delivery
Yes,No,,0,HSR,Quick Bites,500,Delivery
Yes,No,3.8 /5,149,Koramangala 5th Block,Casual Dining,600,Delivery
Yes,No,3.8 /5,57,Koramangala 7th Block,Quick Bites,500,Delivery
No,Yes,3.5 /5,43,Old Airport Road,Casual Dining,700,Delivery
Yes,No,3.7 /5,69,BTM,Delivery,400,Delivery
Yes,No,3.5 /5,21,Koramangala 1st Block,Quick Bites,350,Delivery
Yes,No,3.6 /5,19,Koramangala 6th Block,Dessert Parlor,300,Delivery
